fueltype,aspiration,doors,body,drive,engineloc,wheelbase,length,width,height,weight,enginetype,cylinders,enginesize,fuelsystem,bore,stroke,compression,horsepower,rpm,citympg,highwaympg,make,lnprice
gas,std,four,sedan,rwd,front,0.534018862967357,0.325753458186413,-0.472489354666318,0.182137548025094,-0.212419641906301,ohc,four-or-less,-0.452159924166898,mpfi,0.723437950067447,-1.43959501720689,-0.317824088861465,0.112912500093949,1.49316267386622,-0.508976280035787,-0.401228777037117,bmw,9.73654709778048
gas,std,two,sedan,rwd,front,0.534018862967357,0.325753458186413,-0.472489354666318,0.182137548025094,0.522647002003313,ohc,five-six,1.75076322637423,mpfi,0.00174638008464843,-0.156383170790747,-0.264705856739772,0.77777798288065,-1.87394412497759,-0.879528048764771,-0.574894964112884,bmw,9.95084812389597
gas,std,four,sedan,rwd,front,0.534018862967357,0.325753458186413,-0.472489354666318,0.182137548025094,0.650991971574832,ohc,five-six,1.75076322637423,mpfi,0.00174638008464843,-0.156383170790747,-0.264705856739772,0.77777798288065,-1.87394412497759,-0.879528048764771,-0.574894964112884,bmw,9.9572652582166
gas,std,four,sedan,rwd,front,0.979071651304574,1.43893671806745,0.713277198871279,0.776892329511935,1.32771999295194,ohc,five-six,1.75076322637423,mpfi,0.00174638008464843,-0.156383170790747,-0.264705856739772,0.77777798288065,-1.87394412497759,-1.06480393312926,-1.09589352534019,bmw,10.1090779446027
gas,std,two,hatchback,fwd,front,-0.762439259580191,-1.58125720833111,-1.15007024240208,-0.794959592988995,-1.42819653548379,ohc,four-or-less,-1.16024236541226,2bbl,-1.06179909146895,-0.41960611364534,-0.105351160374691,-0.917628998225438,0.624231887067818,2.27016198543159,2.03009784202362,chevrolet,8.74751094647845
gas,std,four,sedan,fwd,front,-0.762439259580191,-1.31664807278561,-1.15007024240208,-0.794959592988995,-1.34652246393828,ohc,four-or-less,-1.16024236541226,2bbl,-1.06179909146895,-0.41960611364534,-0.105351160374691,-0.917628998225438,0.624231887067818,2.27016198543159,2.03009784202362,chevrolet,8.79102985704596
gas,std,two,hatchback,fwd,front,-0.917240229436615,-1.45351486703328,-1.03714009444612,-1.304749405692,-1.42352944568119,ohc,four-or-less,-1.16024236541226,2bbl,-1.28970169251615,-0.0247716993634503,-0.1558134808903,-0.984115546504108,0.841464583767419,2.0848861010671,1.68276546787209,dodge,8.6255093348997
gas,std,two,hatchback,fwd,front,-0.917240229436615,-1.45351486703328,-1.03714009444612,-1.304749405692,-1.42352944568119,ohc,four-or-less,-1.16024236541226,2bbl,-1.28970169251615,-0.0247716993634503,-0.158469392496385,-0.984115546504108,0.841464583767419,0.973230794880146,1.16176690664479,dodge,8.76045304631527
gas,turbo,two,hatchback,fwd,front,-0.917240229436615,-1.45351486703328,-1.03714009444612,-1.304749405692,-0.835476130553497,ohc,four-or-less,-0.845539058192099,mpfi,-1.06179909146895,0.501674186345736,-0.636533481591625,0.146155774233284,0.841464583767419,-0.323700395671296,-0.22756258996135,dodge,8.98180732337753
gas,std,four,hatchback,fwd,front,-0.917240229436615,-1.45351486703328,-1.03714009444612,-1.38971437447583,-1.21117685966285,ohc,four-or-less,-1.16024236541226,2bbl,-1.28970169251615,-0.0247716993634503,-0.158469392496385,-0.984115546504108,0.841464583767419,0.973230794880146,1.16176690664479,dodge,8.73697108525415
gas,std,four,sedan,fwd,front,-0.917240229436615,-1.45351486703328,-1.03714009444612,-1.38971437447583,-1.15983887183425,ohc,four-or-less,-1.16024236541226,2bbl,-1.28970169251615,-0.0247716993634503,-0.158469392496385,-0.984115546504108,0.841464583767419,0.973230794880146,1.16176690664479,dodge,8.80866806210672
gas,std,four,sedan,fwd,front,-0.917240229436615,-1.45351486703328,-1.03714009444612,-1.38971437447583,-1.15983887183425,ohc,four-or-less,-1.16024236541226,2bbl,-1.28970169251615,-0.0247716993634503,-0.158469392496385,-0.984115546504108,0.841464583767419,0.973230794880146,1.16176690664479,dodge,8.93708703617652
gas,std,four,wagon,fwd,front,0.940371408840468,0.125015493289831,-0.585419502622281,2.51867418958053,0.11427664427575,ohc,four-or-less,0.098570863468384,2bbl,0.115697680608247,0.731994261343504,-0.397501437044005,-0.319250063717407,-0.244698899730586,-0.323700395671296,-0.22756258996135,dodge,9.09616332691378
gas,turbo,two,hatchback,fwd,front,-0.491537562331449,-0.0027268480079941,0.374486755003391,-1.5596443120435,0.758335037034649,ohc,four-or-less,1.43605991915407,mfi,1.10327561847945,2.17972044704377,-0.795888177956706,1.57561656222469,-0.244698899730586,-1.25007981749375,-1.26955971241595,dodge,9.46993156426144
gas,std,two,hatchback,fwd,front,-2.29109883691238,-2.61232039166355,-0.980675020468142,-1.304749405692,-1.55654150505531,ohc,four-or-less,-1.08156653860722,1bbl,-1.51760429356335,0.567479922059384,-0.211587624618078,-0.718169353389428,1.92762806726542,0.973230794880146,1.16176690664479,honda,8.83273359199642
gas,std,two,hatchback,fwd,front,-0.917240229436615,-2.11959993237194,-0.924209946490161,-0.540064686637493,-1.5145376968319,ohc,four-or-less,-1.59295941283998,1bbl,-1.51760429356335,-0.551217585072637,0.0274444199295421,-1.25006173961879,0.841464583767419,2.27016198543159,1.85643165494786,honda,8.59396903021829
gas,std,two,hatchback,fwd,front,-0.917240229436615,-2.11959993237194,-0.924209946490161,-0.540064686637493,-1.27418257199796,ohc,four-or-less,-1.08156653860722,1bbl,-1.51760429356335,0.567479922059384,-0.211587624618078,-0.718169353389428,1.92762806726542,0.787954910515654,0.467102158341719,honda,8.78400907118663
gas,std,two,hatchback,fwd,front,-0.917240229436615,-2.11959993237194,-0.924209946490161,-0.540064686637493,-1.23684585357716,ohc,four-or-less,-1.08156653860722,1bbl,-1.51760429356335,0.567479922059384,-0.211587624618078,-0.718169353389428,1.92762806726542,0.787954910515654,0.467102158341719,honda,8.87192625111763
gas,std,four,sedan,fwd,front,-0.375436834939132,-0.896923237092763,-0.924209946490161,0.26710251680893,-1.11083442890694,ohc,four-or-less,-1.08156653860722,1bbl,-1.51760429356335,0.567479922059384,-0.211587624618078,-0.718169353389428,1.92762806726542,0.787954910515654,0.467102158341719,honda,8.89494446095689
gas,std,four,wagon,fwd,front,-0.375436834939132,-1.47176377293297,-0.980675020468142,1.88143692370177,-1.07816480028873,ohc,four-or-less,-1.08156653860722,1bbl,-1.47962052672215,0.567479922059384,-0.211587624618078,-0.718169353389428,1.92762806726542,0.787954910515654,0.467102158341719,honda,8.89494446095689
gas,std,two,hatchback,fwd,front,-0.375436834939132,-0.522820666149135,-0.246629058754393,-0.242687295894075,-0.583453281213058,ohc,four-or-less,-0.373484097361858,1bbl,-0.605993889374551,1.12682867562539,-0.264705856739772,-0.385736611996077,1.49316267386622,0.232127257422179,0.293435971265952,honda,8.97398492668974
gas,std,two,hatchback,fwd,front,-0.375436834939132,-0.522820666149135,-0.246629058754393,-0.242687295894075,-0.459775401444139,ohc,four-or-less,-0.373484097361858,1bbl,-0.605993889374551,1.12682867562539,-0.264705856739772,-0.385736611996077,1.49316267386622,0.232127257422179,0.293435971265952,honda,9.11548009095222
gas,std,four,sedan,fwd,front,-0.375436834939132,0.198011116888589,-0.246629058754393,0.0971725792412622,-0.424772227924633,ohc,four-or-less,-0.373484097361858,1bbl,-0.605993889374551,1.12682867562539,-0.264705856739772,-0.385736611996077,1.49316267386622,0.232127257422179,0.293435971265952,honda,9.08760760659389
gas,std,four,sedan,fwd,front,-0.375436834939132,0.198011116888589,-1.77118605615987,0.0971725792412622,-0.266091174636209,ohc,four-or-less,-0.373484097361858,1bbl,-0.605993889374551,1.12682867562539,-0.264705856739772,-0.385736611996077,1.49316267386622,0.232127257422179,0.293435971265952,honda,9.23941361946189
gas,std,four,sedan,fwd,front,-0.375436834939132,0.198011116888589,-0.246629058754393,0.0971725792412622,-0.0490714988152755,ohc,four-or-less,-0.373484097361858,mpfi,-0.605993889374551,1.12682867562539,-0.264705856739772,0.112912500093949,1.49316267386622,-0.323700395671296,-0.574894964112884,honda,9.46846489218564
gas,std,two,sedan,fwd,front,-0.375436834939132,-0.376829418951622,0.205091533069451,-1.21978443690817,-0.450441221838937,ohc,four-or-less,-0.373484097361858,2bbl,-0.605993889374551,1.12682867562539,-0.238146740678925,0.0796692259546135,0.841464583767419,-0.138424511306804,-0.0538964028855828,honda,9.24425859017964
gas,std,four,sedan,rwd,front,-0.801139502044298,-0.230838171754109,-2.16644157400574,-0.15772232711024,-0.347765246181722,ohc,four-or-less,-0.334146183959337,2bbl,0.00174638008464843,-0.0247716993634503,-0.397501437044005,-0.651682805110758,-0.679164293129788,-0.323700395671296,-0.401228777037117,isuzu,8.82246957226897
gas,std,two,hatchback,rwd,front,-0.472187441099397,-0.0574735657070611,-0.246629058754393,-1.0498544993405,0.578652079634521,ohc,four-or-less,-0.0194428767391764,spfi,0.457551582179048,-0.0247716993634503,-0.211587624618078,-0.252763515438737,-0.244698899730586,-0.323700395671296,-0.401228777037117,isuzu,9.31000469508913
gas,std,two,hatchback,fwd,front,-1.03334095682893,-1.28927471393608,-0.811279798534198,0.0971725792412622,-1.39085981706298,ohc,four-or-less,-1.12090445200974,2bbl,-1.06179909146895,-0.287994642218044,-0.264705856739772,-0.984115546504108,-0.244698899730586,0.787954910515654,-0.0538964028855828,mazda,8.55545190353333
gas,std,two,hatchback,fwd,front,-1.03334095682893,-1.28927471393608,-0.811279798534198,0.0971725792412622,-1.36752436804998,ohc,four-or-less,-1.12090445200974,2bbl,-1.06179909146895,-0.287994642218044,-0.264705856739772,-0.984115546504108,-0.244698899730586,0.973230794880146,1.16176690664479,mazda,8.71522404191537
gas,std,two,hatchback,fwd,front,-1.03334095682893,-1.28927471393608,-0.811279798534198,0.0971725792412622,-1.35585664354348,ohc,four-or-less,-1.12090445200974,2bbl,-1.06179909146895,-0.287994642218044,-0.264705856739772,-0.984115546504108,-0.244698899730586,0.973230794880146,1.16176690664479,mazda,8.82394232658524
gas,std,four,sedan,fwd,front,-1.03334095682893,-0.586691836798046,-0.811279798534198,0.0971725792412622,-1.26251484749146,ohc,four-or-less,-1.12090445200974,2bbl,-1.06179909146895,-0.287994642218044,-0.264705856739772,-0.984115546504108,-0.244698899730586,0.973230794880146,1.16176690664479,mazda,8.80911625812527
gas,std,four,sedan,fwd,front,-1.03334095682893,-0.586691836798046,-0.811279798534198,0.0971725792412622,-1.25084712298496,ohc,four-or-less,-1.12090445200974,2bbl,-0.87188025726295,-0.287994642218044,-0.264705856739772,-0.984115546504108,-0.244698899730586,0.973230794880146,1.16176690664479,mazda,8.9085593751449
gas,std,two,hatchback,fwd,front,0.069615953398085,0.416997987684859,0.487416902959353,-0.0727573583264051,-0.235755090919304,ohc,four-or-less,0.098570863468384,2bbl,0.305616514814248,0.501674186345736,-0.370942320983158,-0.452223160274747,-0.679164293129788,0.0468513730576874,0.119769784190184,mazda,9.08760760659389
gas,std,four,sedan,fwd,front,0.069615953398085,0.416997987684859,0.487416902959353,0.691927360728099,-0.177416468386795,ohc,four-or-less,0.098570863468384,2bbl,0.305616514814248,0.501674186345736,-0.370942320983158,-0.452223160274747,-0.679164293129788,0.0468513730576874,0.119769784190184,mazda,9.04723303410603
gas,std,two,hatchback,fwd,front,0.069615953398085,0.416997987684859,0.487416902959353,-0.0727573583264051,-0.235755090919304,ohc,four-or-less,0.098570863468384,2bbl,0.305616514814248,0.501674186345736,-0.370942320983158,-0.452223160274747,-0.679164293129788,0.0468513730576874,0.119769784190184,mazda,9.2681374707024
gas,std,four,sedan,fwd,front,0.069615953398085,0.416997987684859,0.487416902959353,0.691927360728099,-0.177416468386795,ohc,four-or-less,0.098570863468384,2bbl,0.305616514814248,0.501674186345736,-0.370942320983158,-0.452223160274747,-0.679164293129788,0.0468513730576874,0.119769784190184,mazda,9.234545060673
gas,std,four,hatchback,fwd,front,0.069615953398085,0.416997987684859,0.487416902959353,0.691927360728099,-0.14241329486729,ohc,four-or-less,0.098570863468384,2bbl,0.305616514814248,0.501674186345736,-0.370942320983158,-0.452223160274747,-0.679164293129788,0.0468513730576874,0.119769784190184,mazda,9.32767886439342
gas,std,four,sedan,rwd,front,1.24997334855332,0.16151330508921,0.261556607047428,0.224620032417012,0.429305205951298,ohc,four-or-less,0.806653304713746,mpfi,1.71101588793864,-0.255091774361219,-0.530297017348239,0.744534708741315,-0.244698899730586,-1.25007981749375,-0.748561151188651,mazda,9.81356284500814
diesel,std,four,sedan,rwd,front,1.24997334855332,0.16151330508921,0.261556607047428,0.224620032417012,0.499311552990309,ohc,four-or-less,0.570625824298626,idi,0.457551582179048,1.32424588276634,3.1879792311703,-0.851142449946768,-1.98256047332739,0.973230794880146,1.33543309372055,mazda,9.81705782453774
diesel,turbo,two,hardtop,rwd,front,1.59827553073027,1.30206992381978,2.63308971412261,0.437032454376597,2.35447974952409,ohc,five-six,2.49818358102211,idi,1.02730808479705,1.32424588276634,3.05518365086607,0.84426453115932,-1.65671142827799,-0.694252164400279,-1.09589352534019,mercedes-benz,10.246225830736
gas,turbo,two,hatchback,rwd,front,0.824270681448151,0.471744705383926,1.33439301262906,0.394549969984679,0.989355982263385,ohc,four-or-less,0.806653304713746,mpfi,1.78698342162104,-0.386703245788515,-0.530297017348239,2.57291478640474,-0.244698899730586,-1.25007981749375,-1.26955971241595,mercury,9.71129746154357
gas,std,two,hatchback,fwd,front,-0.917240229436615,-1.45351486703328,-0.698349650578236,-1.304749405692,-1.32552055982657,ohc,four-or-less,-1.08156653860722,2bbl,-1.28970169251615,-0.0247716993634503,-0.158469392496385,-0.984115546504108,0.841464583767419,2.0848861010671,1.68276546787209,mitsubishi,8.5921151179335
gas,std,two,hatchback,fwd,front,-0.917240229436615,-1.45351486703328,-0.698349650578236,-1.304749405692,-1.26484839239276,ohc,four-or-less,-1.08156653860722,2bbl,-1.28970169251615,-0.0247716993634503,-0.158469392496385,-0.984115546504108,0.841464583767419,0.973230794880146,1.16176690664479,mitsubishi,8.73052880173936
gas,std,two,hatchback,fwd,front,-0.917240229436615,-1.45351486703328,-0.698349650578236,-1.304749405692,-1.12483569831474,ohc,four-or-less,-1.08156653860722,2bbl,-1.28970169251615,-0.0247716993634503,-0.158469392496385,-0.984115546504108,0.841464583767419,0.973230794880146,1.16176690664479,mitsubishi,8.80522520263231
gas,turbo,two,hatchback,fwd,front,-1.05269107806099,-1.45351486703328,-1.03714009444612,-1.304749405692,-0.795805867231391,ohc,four-or-less,-0.845539058192099,spdi,-1.06179909146895,0.501674186345736,-0.636533481591625,0.146155774233284,0.841464583767419,-0.323700395671296,-0.22756258996135,mitsubishi,8.94754601503218
gas,turbo,two,hatchback,fwd,front,-0.414137077403239,-0.0209757539076823,-0.13369891079843,-1.89950418717884,-0.27075826443881,ohc,four-or-less,-0.373484097361858,spdi,-0.530026355692151,0.731994261343504,-0.663092597652472,0.611561612183974,0.841464583767419,-0.508976280035787,-0.22756258996135,mitsubishi,9.20623194393164
gas,std,two,hatchback,fwd,front,-0.414137077403239,-0.0209757539076823,-0.13369891079843,-1.89950418717884,-0.368767150293425,ohc,four-or-less,0.098570863468384,2bbl,0.153681447449448,0.731994261343504,-0.397501437044005,-0.319250063717407,-0.244698899730586,-0.138424511306804,0.119769784190184,mitsubishi,9.04770378849863
gas,turbo,two,hatchback,fwd,front,-0.491537562331449,-0.0027268480079941,0.374486755003391,-1.5596443120435,0.809673024863257,ohc,four-or-less,1.43605991915407,spdi,1.02730808479705,2.04810897561647,-0.795888177956706,1.57561656222469,-0.244698899730586,-1.25007981749375,-1.26955971241595,mitsubishi,9.44375103564617
gas,turbo,two,hatchback,fwd,front,-0.491537562331449,-0.0027268480079941,0.374486755003391,-1.5596443120435,1.01502497617769,ohc,four-or-less,1.43605991915407,spdi,1.06529185163825,2.04810897561647,-0.795888177956706,1.57561656222469,-0.244698899730586,-1.25007981749375,-1.26955971241595,mitsubishi,9.60703378769722
gas,turbo,two,hatchback,fwd,front,-0.491537562331449,-0.0027268480079941,0.374486755003391,-1.5596443120435,1.02669270068419,ohc,four-or-less,1.43605991915407,spdi,1.06529185163825,2.04810897561647,-0.795888177956706,1.57561656222469,-0.244698899730586,-1.25007981749375,-1.26955971241595,mitsubishi,9.58114501982072
gas,std,four,sedan,fwd,front,-0.414137077403239,-0.0757224716067493,-0.13369891079843,-0.964889530556662,-0.282425988945312,ohc,four-or-less,0.098570863468384,2bbl,0.153681447449448,0.731994261343504,-0.397501437044005,-0.319250063717407,-0.244698899730586,-0.138424511306804,0.119769784190184,mitsubishi,8.85209276347713
gas,std,four,sedan,fwd,front,-0.414137077403239,-0.0757224716067493,-0.13369891079843,-0.964889530556662,-0.189084192893297,ohc,four-or-less,0.098570863468384,2bbl,0.153681447449448,0.731994261343504,-0.397501437044005,-0.319250063717407,-0.244698899730586,-0.138424511306804,0.119769784190184,mitsubishi,9.01054706927019
gas,turbo,four,sedan,fwd,front,-0.414137077403239,-0.0757224716067493,-0.13369891079843,-0.964889530556662,-0.193751282695898,ohc,four-or-less,-0.373484097361858,spdi,-0.530026355692151,0.731994261343504,-0.663092597652472,0.611561612183974,0.841464583767419,-0.508976280035787,-0.22756258996135,mitsubishi,9.13550906135318
gas,std,four,sedan,fwd,front,-0.414137077403239,-0.0757224716067493,-0.13369891079843,-0.964889530556662,-0.193751282695898,ohc,four-or-less,-0.373484097361858,spdi,-0.530026355692151,0.731994261343504,-0.663092597652472,0.611561612183974,0.841464583767419,-0.508976280035787,-0.22756258996135,mitsubishi,9.13550906135318
gas,std,two,sedan,fwd,front,-0.762439259580191,-0.723558631045715,-1.03714009444612,0.26710251680893,-1.39319336196428,ohc,four-or-less,-0.884876971594619,2bbl,-0.605993889374551,0.172645507777495,-0.158469392496385,-0.950872272364773,0.189766493668616,0.973230794880146,0.98810071956902,nissan,8.61232153650781
gas,std,two,sedan,fwd,front,-0.762439259580191,-0.723558631045715,-1.03714009444612,0.26710251680893,-1.32552055982657,ohc,four-or-less,-0.884876971594619,2bbl,-0.605993889374551,0.172645507777495,-0.158469392496385,-0.950872272364773,0.189766493668616,0.973230794880146,0.98810071956902,nissan,8.80222174640246
gas,std,four,sedan,fwd,front,-0.762439259580191,-0.723558631045715,-1.03714009444612,0.26710251680893,-1.27884966180057,ohc,four-or-less,-0.884876971594619,2bbl,-0.605993889374551,0.172645507777495,-0.158469392496385,-0.950872272364773,0.189766493668616,0.973230794880146,0.98810071956902,nissan,8.83185793519791
gas,std,four,wagon,fwd,front,-0.762439259580191,-0.276460436503332,-1.03714009444612,-0.15772232711024,-1.07816480028873,ohc,four-or-less,-0.884876971594619,2bbl,-0.605993889374551,0.172645507777495,-0.158469392496385,-0.950872272364773,0.189766493668616,0.973230794880146,0.98810071956902,nissan,8.90231952852887
gas,std,two,sedan,fwd,front,-0.762439259580191,-0.723558631045715,-1.03714009444612,0.26710251680893,-1.24851357808366,ohc,four-or-less,-0.884876971594619,2bbl,-0.605993889374551,0.172645507777495,-0.158469392496385,-0.950872272364773,0.189766493668616,0.973230794880146,0.98810071956902,nissan,8.89549263145163
gas,std,two,hatchback,fwd,front,-0.762439259580191,-0.696185272196183,-1.03714009444612,-0.242687295894075,-1.06883062068353,ohc,four-or-less,-0.884876971594619,2bbl,-0.605993889374551,0.172645507777495,-0.158469392496385,-0.950872272364773,0.189766493668616,0.973230794880146,0.98810071956902,nissan,8.9617507993305
gas,std,four,sedan,fwd,front,-0.762439259580191,-0.723558631045715,-1.03714009444612,0.26710251680893,-1.20184268005765,ohc,four-or-less,-0.884876971594619,2bbl,-0.605993889374551,0.172645507777495,-0.158469392496385,-0.950872272364773,0.189766493668616,0.973230794880146,0.98810071956902,nissan,8.92252495730139
gas,std,four,wagon,fwd,front,-0.762439259580191,-0.276460436503332,-1.03714009444612,-0.15772232711024,-1.04782871657183,ohc,four-or-less,-0.884876971594619,2bbl,-0.605993889374551,0.172645507777495,-0.158469392496385,-0.950872272364773,0.189766493668616,0.973230794880146,0.98810071956902,nissan,8.98707181284882
gas,std,two,hardtop,fwd,front,-0.646338532187875,-0.988167766591209,-1.03714009444612,-0.242687295894075,-1.11550151870954,ohc,four-or-less,-0.884876971594619,2bbl,-0.605993889374551,0.172645507777495,-0.158469392496385,-0.950872272364773,0.189766493668616,0.973230794880146,0.98810071956902,nissan,9.01784725986073
gas,std,four,hatchback,fwd,front,-0.239985986314761,0.0155220578916966,-0.246629058754393,0.352067485592765,-0.378101329898626,ohc,four-or-less,0.0198950366633438,2bbl,0.0777139137670484,0.764897129200329,-0.397501437044005,-0.0200605964633917,0.189766493668616,0.232127257422179,0.467102158341719,nissan,9.09929707318286
gas,std,four,sedan,fwd,front,-0.239985986314761,0.0155220578916966,-0.246629058754393,0.352067485592765,-0.429439317727234,ohc,four-or-less,0.0198950366633438,2bbl,0.0777139137670484,0.764897129200329,-0.397501437044005,-0.0200605964633917,0.189766493668616,0.232127257422179,0.467102158341719,nissan,9.1641917159502
gas,std,four,sedan,fwd,front,0.379217893110934,0.772851652728796,0.487416902959353,0.521997423160432,1.42106178900395,ohcv,five-six,2.41950775421707,mpfi,0.457551582179048,0.106839772063846,-0.264705856739772,1.80831948120004,0.189766493668616,-1.62063158622274,-1.61689208656749,nissan,9.51037088760883
gas,std,four,wagon,fwd,front,0.379217893110934,1.03746078827429,0.487416902959353,0.946822267079602,1.89010431416532,ohcv,five-six,2.41950775421707,mpfi,0.457551582179048,0.106839772063846,-0.264705856739772,1.80831948120004,0.189766493668616,-1.62063158622274,-1.61689208656749,nissan,9.57491403870827
gas,std,four,sedan,fwd,front,0.379217893110934,1.03746078827429,0.487416902959353,0.521997423160432,1.33938771745844,ohcv,five-six,2.41950775421707,mpfi,0.457551582179048,0.106839772063846,-0.264705856739772,1.80831948120004,0.189766493668616,-1.25007981749375,-1.09589352534019,nissan,9.51037088760883
gas,std,two,hatchback,rwd,front,-1.38164313900589,-0.230838171754109,1.27792793865108,-1.77205673400308,1.36505671137274,ohcv,five-six,2.41950775421707,mpfi,0.457551582179048,0.106839772063846,-0.264705856739772,2.07426567431472,0.189766493668616,-1.25007981749375,-1.09589352534019,nissan,9.75260652157649
gas,turbo,two,hatchback,rwd,front,-1.38164313900589,-0.230838171754109,1.27792793865108,-1.77205673400308,1.52373776466117,ohcv,five-six,2.41950775421707,mpfi,0.457551582179048,0.106839772063846,-0.583415249469932,3.40399663988812,0.189766493668616,-1.62063158622274,-1.44322589949172,nissan,9.88832315201635
gas,std,two,hatchback,rwd,front,0.147016438326298,0.48086915833377,1.27792793865108,-1.77205673400308,1.52373776466117,ohcv,five-six,2.41950775421707,mpfi,0.457551582179048,0.106839772063846,-0.264705856739772,2.07426567431472,0.189766493668616,-1.25007981749375,-1.09589352534019,nissan,9.82005159429409
gas,std,four,sedan,rwd,front,1.83047698551491,1.22907430022103,1.56025330854099,1.2017171734311,1.24604592140642,l,four-or-less,0.0198950366633438,mpfi,0.571502882702647,-0.156383170790747,-0.424060553104852,-0.0200605964633917,-0.244698899730586,-1.25007981749375,-1.26955971241595,peugot,9.38429367909962
diesel,turbo,four,sedan,rwd,front,1.83047698551491,1.22907430022103,1.56025330854099,1.2017171734311,1.65908336893659,l,four-or-less,1.27870826554399,idi,1.48311328689145,0.929411468484449,2.92238807056183,-0.0865471447420618,-2.09117682167719,0.417403141786671,0.293435971265952,peugot,9.48797210857446
gas,std,four,wagon,rwd,front,3.04953462313424,2.34225756010207,1.56025330854099,2.05136686126944,1.7360903506795,l,four-or-less,0.0198950366633438,mpfi,0.571502882702647,-0.156383170790747,-0.424060553104852,-0.0200605964633917,-0.244698899730586,-1.25007981749375,-1.26955971241595,peugot,9.42867236629317
diesel,turbo,four,wagon,rwd,front,3.04953462313424,2.34225756010207,1.56025330854099,2.05136686126944,2.20279933093957,l,four-or-less,1.27870826554399,idi,1.48311328689145,0.929411468484449,2.92238807056183,-0.0865471447420618,-2.09117682167719,-0.138424511306804,-1.09589352534019,peugot,9.53676227274389
gas,std,four,sedan,rwd,front,1.83047698551491,1.22907430022103,1.56025330854099,1.2017171734311,1.37439089097794,l,four-or-less,0.0198950366633438,mpfi,0.571502882702647,-3.44666995647316,-0.424060553104852,-0.0865471447420618,-0.244698899730586,-1.25007981749375,-1.26955971241595,peugot,9.65374331942474
diesel,turbo,four,sedan,rwd,front,1.83047698551491,1.22907430022103,1.56025330854099,1.2017171734311,1.78742833850811,l,four-or-less,1.27870826554399,idi,1.48311328689145,0.929411468484449,2.92238807056183,-0.0865471447420618,-2.09117682167719,0.417403141786671,0.293435971265952,peugot,9.73506890091116
